Date,Product SKU,Product Name,Quantity,Unit Price,Customer Name,Region
2026-03-11,KL-IS-003,Iron Sheet - Green 0.5mm,75,12500,Bugesera Estate,Kigali
2026-03-11,KL-IS-002,Iron Sheet - Red 0.4mm,49,10500,Nyagatare Contractors,Eastern
2026-03-11,KL-IS-003,Iron Sheet - Green 0.5mm,15,12500,Kigali Construction Ltd,Western
2026-03-12,KL-MC-250,Kinglion Motorcycle - Cargo Special,10,1850000,Rusizi Engineering,Eastern
2026-03-12,KL-IS-001,Iron Sheet - Blue 0.5mm,64,12000,Eastern Supplies,Western
2026-03-13,KL-IS-004,Iron Sheet - Charcoal 0.5mm,86,13000,Gicumbi Wholesalers,Eastern
2026-03-14,KL-IS-004,Iron Sheet - Charcoal 0.5mm,62,13000,Musanze Builders,Northern
2026-03-15,KL-MC-250,Kinglion Motorcycle - Cargo Special,5,1850000,Gicumbi Wholesalers,Southern
2026-03-15,KL-MC-250,Kinglion Motorcycle - Cargo Special,1,1850000,Gicumbi Wholesalers,Northern
2026-03-15,KL-IS-001,Iron Sheet - Blue 0.5mm,28,12000,Rubavu Hardware,Northern
2026-03-16,KL-IS-001,Iron Sheet - Blue 0.5mm,12,12000,Rwanda Logistics,Southern
2026-03-16,KL-MC-150,Kinglion Motorcycle - Model 150,4,1250000,Gicumbi Wholesalers,Kigali
2026-03-16,KL-IS-004,Iron Sheet - Charcoal 0.5mm,13,13000,Eastern Supplies,Southern
2026-03-17,KL-IS-003,Iron Sheet - Green 0.5mm,92,12500,Rusizi Engineering,Northern
2026-03-17,KL-MC-200,Kinglion Motorcycle - Model 200,1,1500000,Eastern Supplies,Western
2026-03-17,KL-MC-250,Kinglion Motorcycle - Cargo Special,8,1850000,Gicumbi Wholesalers,Western
2026-03-18,KL-MC-150,Kinglion Motorcycle - Model 150,2,1250000,City Delivery Services,Eastern
2026-03-18,KL-MC-150,Kinglion Motorcycle - Model 150,7,1250000,Rubavu Hardware,Southern
2026-03-18,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,57,14500,City Delivery Services,Kigali
2026-03-18,KL-MC-150,Kinglion Motorcycle - Model 150,3,1250000,Rubavu Hardware,Northern
2026-03-18,KL-IS-001,Iron Sheet - Blue 0.5mm,78,12000,Huye Traders,Kigali
2026-03-18,KL-IS-004,Iron Sheet - Charcoal 0.5mm,39,13000,Kigali Construction Ltd,Eastern
2026-03-19,KL-IS-002,Iron Sheet - Red 0.4mm,86,10500,City Delivery Services,Eastern
2026-03-19,KL-IS-002,Iron Sheet - Red 0.4mm,82,10500,Kigali Construction Ltd,Eastern
2026-03-19,KL-IS-004,Iron Sheet - Charcoal 0.5mm,34,13000,Bugesera Estate,Northern
2026-03-20,KL-IS-002,Iron Sheet - Red 0.4mm,19,10500,Bugesera Estate,Western
2026-03-20,KL-MC-150,Kinglion Motorcycle - Model 150,8,1250000,Lake Kivu Transport,Western
2026-03-20,KL-MC-150,Kinglion Motorcycle - Model 150,3,1250000,Rwanda Logistics,Kigali
2026-03-20,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,46,14500,Huye Traders,Northern
2026-03-21,KL-IS-002,Iron Sheet - Red 0.4mm,72,10500,Nyagatare Contractors,Eastern
2026-03-23,KL-MC-150,Kinglion Motorcycle - Model 150,5,1250000,Gicumbi Wholesalers,Northern
2026-03-23,KL-IS-001,Iron Sheet - Blue 0.5mm,15,12000,Huye Traders,Eastern
2026-03-24,KL-MC-200,Kinglion Motorcycle - Model 200,10,1500000,Bugesera Estate,Western
2026-03-24,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,50,14500,Rwanda Logistics,Northern
2026-03-24,KL-IS-001,Iron Sheet - Blue 0.5mm,65,12000,Huye Traders,Western
2026-03-25,KL-IS-002,Iron Sheet - Red 0.4mm,42,10500,City Delivery Services,Eastern
2026-03-25,KL-MC-250,Kinglion Motorcycle - Cargo Special,8,1850000,Huye Traders,Southern
2026-03-25,KL-IS-001,Iron Sheet - Blue 0.5mm,59,12000,Kigali Construction Ltd,Eastern
2026-03-25,KL-IS-004,Iron Sheet - Charcoal 0.5mm,69,13000,Gicumbi Wholesalers,Northern
2026-03-25,KL-MC-200,Kinglion Motorcycle - Model 200,8,1500000,Rubavu Hardware,Kigali
2026-03-26,KL-IS-003,Iron Sheet - Green 0.5mm,87,12500,Bugesera Estate,Eastern
2026-03-28,KL-MC-150,Kinglion Motorcycle - Model 150,2,1250000,Kigali Construction Ltd,Kigali
2026-03-28,KL-IS-004,Iron Sheet - Charcoal 0.5mm,32,13000,Rwanda Logistics,Kigali
2026-03-28,KL-MC-200,Kinglion Motorcycle - Model 200,2,1500000,Eastern Supplies,Southern
2026-03-31,KL-IS-004,Iron Sheet - Charcoal 0.5mm,89,13000,Gicumbi Wholesalers,Southern
2026-03-31,KL-MC-150,Kinglion Motorcycle - Model 150,6,1250000,Kigali Construction Ltd,Eastern
2026-03-31,KL-IS-001,Iron Sheet - Blue 0.5mm,58,12000,Nyagatare Contractors,Southern
2026-03-31,KL-IS-002,Iron Sheet - Red 0.4mm,81,10500,Eastern Supplies,Eastern
2026-04-01,KL-IS-001,Iron Sheet - Blue 0.5mm,76,12000,Bugesera Estate,Kigali
2026-04-01,KL-IS-001,Iron Sheet - Blue 0.5mm,47,12000,Bugesera Estate,Western
2026-04-02,KL-IS-002,Iron Sheet - Red 0.4mm,40,10500,Lake Kivu Transport,Southern
2026-04-02,KL-IS-002,Iron Sheet - Red 0.4mm,75,10500,Gicumbi Wholesalers,Northern
2026-04-02,KL-MC-200,Kinglion Motorcycle - Model 200,5,1500000,Lake Kivu Transport,Western
2026-04-03,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,40,14500,Bugesera Estate,Western
2026-04-03,KL-IS-003,Iron Sheet - Green 0.5mm,86,12500,City Delivery Services,Western
2026-04-03,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,68,14500,Rwanda Logistics,Western
2026-04-03,KL-IS-004,Iron Sheet - Charcoal 0.5mm,78,13000,Eastern Supplies,Eastern
2026-04-04,KL-MC-250,Kinglion Motorcycle - Cargo Special,1,1850000,Musanze Builders,Eastern
2026-04-04,KL-MC-250,Kinglion Motorcycle - Cargo Special,1,1850000,Nyagatare Contractors,Kigali
2026-04-06,KL-IS-001,Iron Sheet - Blue 0.5mm,80,12000,City Delivery Services,Southern
2026-04-06,KL-IS-001,Iron Sheet - Blue 0.5mm,79,12000,City Delivery Services,Kigali
2026-04-06,KL-MC-150,Kinglion Motorcycle - Model 150,6,1250000,Musanze Builders,Southern
2026-04-06,KL-MC-150,Kinglion Motorcycle - Model 150,3,1250000,City Delivery Services,Southern
2026-04-07,KL-IS-001,Iron Sheet - Blue 0.5mm,83,12000,Huye Traders,Eastern
2026-04-08,KL-IS-001,Iron Sheet - Blue 0.5mm,24,12000,Musanze Builders,Western
2026-04-08,KL-MC-250,Kinglion Motorcycle - Cargo Special,3,1850000,Eastern Supplies,Kigali
2026-04-08,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,29,14500,Lake Kivu Transport,Northern
2026-04-08,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,100,14500,Bugesera Estate,Kigali
2026-04-08,KL-MC-200,Kinglion Motorcycle - Model 200,1,1500000,Bugesera Estate,Kigali
2026-04-09,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,67,14500,City Delivery Services,Southern
2026-04-09,KL-MC-250,Kinglion Motorcycle - Cargo Special,10,1850000,Kigali Construction Ltd,Eastern
2026-04-09,KL-IS-001,Iron Sheet - Blue 0.5mm,64,12000,Rusizi Engineering,Southern
2026-04-10,KL-IS-001,Iron Sheet - Blue 0.5mm,90,12000,Kigali Construction Ltd,Kigali
2026-04-10,KL-MC-250,Kinglion Motorcycle - Cargo Special,4,1850000,Huye Traders,Southern
2026-04-10,KL-IS-001,Iron Sheet - Blue 0.5mm,22,12000,Eastern Supplies,Kigali
2026-04-11,KL-IS-004,Iron Sheet - Charcoal 0.5mm,41,13000,Huye Traders,Kigali
2026-04-12,KL-IS-002,Iron Sheet - Red 0.4mm,12,10500,Eastern Supplies,Northern
2026-04-12,KL-IS-004,Iron Sheet - Charcoal 0.5mm,15,13000,Rusizi Engineering,Southern
2026-04-12,KL-IS-004,Iron Sheet - Charcoal 0.5mm,11,13000,Rwanda Logistics,Western
2026-04-13,KL-IS-002,Iron Sheet - Red 0.4mm,90,10500,Musanze Builders,Southern
2026-04-14,KL-MC-150,Kinglion Motorcycle - Model 150,2,1250000,Gicumbi Wholesalers,Kigali
2026-04-15,KL-MC-250,Kinglion Motorcycle - Cargo Special,8,1850000,Rubavu Hardware,Western
2026-04-15,KL-IS-003,Iron Sheet - Green 0.5mm,93,12500,Bugesera Estate,Eastern
2026-04-15,KL-IS-002,Iron Sheet - Red 0.4mm,25,10500,Kigali Construction Ltd,Western
2026-04-15,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,47,14500,Rubavu Hardware,Southern
2026-04-15,KL-IS-004,Iron Sheet - Charcoal 0.5mm,21,13000,Eastern Supplies,Western
2026-04-16,KL-MC-200,Kinglion Motorcycle - Model 200,8,1500000,Kigali Construction Ltd,Northern
2026-04-16,KL-IS-003,Iron Sheet - Green 0.5mm,53,12500,Kigali Construction Ltd,Kigali
2026-04-16,KL-IS-001,Iron Sheet - Blue 0.5mm,23,12000,Lake Kivu Transport,Kigali
2026-04-16,KL-IS-002,Iron Sheet - Red 0.4mm,46,10500,Gicumbi Wholesalers,Eastern
2026-04-16,KL-MC-150,Kinglion Motorcycle - Model 150,5,1250000,Rusizi Engineering,Northern
2026-04-16,KL-IS-003,Iron Sheet - Green 0.5mm,63,12500,Nyagatare Contractors,Western
2026-04-17,KL-IS-004,Iron Sheet - Charcoal 0.5mm,45,13000,Huye Traders,Kigali
2026-04-17,KL-IS-002,Iron Sheet - Red 0.4mm,22,10500,Eastern Supplies,Kigali
2026-04-17,KL-IS-002,Iron Sheet - Red 0.4mm,63,10500,Rusizi Engineering,Eastern
2026-04-17,KL-IS-002,Iron Sheet - Red 0.4mm,22,10500,Lake Kivu Transport,Eastern
2026-04-18,KL-IS-003,Iron Sheet - Green 0.5mm,50,12500,Gicumbi Wholesalers,Western
2026-04-18,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,82,14500,Eastern Supplies,Northern
2026-04-18,KL-IS-001,Iron Sheet - Blue 0.5mm,67,12000,Rwanda Logistics,Southern
2026-04-18,KL-MC-150,Kinglion Motorcycle - Model 150,3,1250000,Rusizi Engineering,Southern
2026-04-19,KL-IS-003,Iron Sheet - Green 0.5mm,57,12500,Eastern Supplies,Kigali
2026-04-19,KL-IS-001,Iron Sheet - Blue 0.5mm,33,12000,Bugesera Estate,Kigali
2026-04-19,KL-IS-004,Iron Sheet - Charcoal 0.5mm,81,13000,Nyagatare Contractors,Western
2026-04-19,KL-MC-150,Kinglion Motorcycle - Model 150,6,1250000,Rubavu Hardware,Southern
2026-04-21,KL-MC-250,Kinglion Motorcycle - Cargo Special,3,1850000,City Delivery Services,Western
2026-04-21,KL-IS-001,Iron Sheet - Blue 0.5mm,87,12000,Bugesera Estate,Northern
2026-04-21,KL-MC-150,Kinglion Motorcycle - Model 150,1,1250000,Kigali Construction Ltd,Southern
2026-04-21,KL-MC-250,Kinglion Motorcycle - Cargo Special,8,1850000,Lake Kivu Transport,Eastern
2026-04-21,KL-IS-001,Iron Sheet - Blue 0.5mm,14,12000,Bugesera Estate,Southern
2026-04-21,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,60,14500,Nyagatare Contractors,Southern
2026-04-22,KL-IS-002,Iron Sheet - Red 0.4mm,35,10500,Rusizi Engineering,Western
2026-04-22,KL-MC-200,Kinglion Motorcycle - Model 200,8,1500000,Nyagatare Contractors,Western
2026-04-22,KL-MC-250,Kinglion Motorcycle - Cargo Special,8,1850000,Bugesera Estate,Kigali
2026-04-23,KL-IS-004,Iron Sheet - Charcoal 0.5mm,58,13000,Rusizi Engineering,Kigali
2026-04-23,KL-IS-001,Iron Sheet - Blue 0.5mm,47,12000,Bugesera Estate,Southern
2026-04-23,KL-MC-200,Kinglion Motorcycle - Model 200,8,1500000,Musanze Builders,Southern
2026-04-24,KL-MC-250,Kinglion Motorcycle - Cargo Special,4,1850000,Nyagatare Contractors,Western
2026-04-24,KL-IS-004,Iron Sheet - Charcoal 0.5mm,87,13000,City Delivery Services,Southern
2026-04-24,KL-MC-200,Kinglion Motorcycle - Model 200,1,1500000,Bugesera Estate,Western
2026-04-24,KL-MC-250,Kinglion Motorcycle - Cargo Special,4,1850000,Bugesera Estate,Southern
2026-04-25,KL-IS-003,Iron Sheet - Green 0.5mm,47,12500,Rubavu Hardware,Southern
2026-04-25,KL-IS-005,Iron Sheet - Tile Profile 0.5mm,15,14500,Rusizi Engineering,Western
