Date,Product SKU,Product Name,Quantity,Unit Price,Customer Name,Region
2026-08-15,KL-IS-002,Iron Sheet - Red 0.4mm,45,10500,Gicumbi Wholesalers,Western
2025-10-03,KL-IS-002,Iron Sheet - Red 0.4mm,89,10500,City Delivery Services,Western
2026-10-23,KL-RS-001,Roofing Sheet Corrugated 0.5mm,35,11000,Gicumbi Wholesalers,Kigali
2026-09-03,KL-IS-002,Iron Sheet - Red 0.4mm,77,10500,Kigali Construction Ltd,Kigali
2026-12-09,KL-SP-002,Brake Pad Set - Model 150,60,8000,Huye Traders,Southern
2025-07-10,KL-MC-250,Kinglion Motorcycle - Cargo Special,1,1850000,Rubavu Hardware,Southern
2026-12-26,KL-CB-001,Cement Board 6mm 4x8ft,91,18000,Huye Traders,Western
2025-06-26,KL-CB-001,Cement Board 6mm 4x8ft,91,18000,Musanze Builders,Western
2025-10-04,KL-SP-002,Brake Pad Set - Model 150,79,8000,Rwanda Logistics,Western
2026-11-10,KL-CB-002,Cement Board 9mm 4x8ft,73,24000,Lake Kivu Transport,Southern
2025-09-23,KL-MC-250,Kinglion Motorcycle - Cargo Special,1,1850000,Rusizi Engineering,Western
2026-04-20,KL-CB-002,Cement Board 9mm 4x8ft,80,24000,Bugesera Estate,Southern
2025-05-12,KL-RS-002,Roofing Sheet Step Tile 0.5mm,25,13500,Rusizi Engineering,Eastern
2026-06-12,KL-RS-001,Roofing Sheet Corrugated 0.5mm,57,11000,Gicumbi Wholesalers,Kigali
2026-12-13,KL-CB-001,Cement Board 6mm 4x8ft,34,18000,Nyagatare Contractors,Southern
2026-10-21,KL-MC-150,Kinglion Motorcycle - Model 150,4,1250000,Gicumbi Wholesalers,Kigali
2025-05-29,KL-RS-002,Roofing Sheet Step Tile 0.5mm,90,13500,Rwanda Logistics,Northern
2026-05-03,KL-MC-250,Kinglion Motorcycle - Cargo Special,1,1850000,Bugesera Estate,Southern
2025-11-23,KL-SP-002,Brake Pad Set - Model 150,15,8000,Huye Traders,Kigali
2026-01-24,KL-SP-001,Motorcycle Engine Oil 1L,38,4500,Musanze Builders,Northern
2025-10-26,KL-SL-002,Solar Inverter 1kW Hybrid,57,280000,Rwanda Logistics,Eastern
2026-10-03,KL-MC-150,Kinglion Motorcycle - Model 150,1,1250000,Rubavu Hardware,Kigali
2025-01-22,KL-SL-002,Solar Inverter 1kW Hybrid,53,280000,Huye Traders,Eastern
2026-07-30,KL-SL-001,Solar Panel 100W Poly,47,45000,Bugesera Estate,Southern
2026-07-09,KL-SP-001,Motorcycle Engine Oil 1L,40,4500,Nyagatare Contractors,Western
2025-11-30,KL-CB-002,Cement Board 9mm 4x8ft,69,24000,Kigali Construction Ltd,Southern
2025-03-17,KL-RS-002,Roofing Sheet Step Tile 0.5mm,80,13500,Bugesera Estate,Kigali
2026-04-22,KL-CB-002,Cement Board 9mm 4x8ft,97,24000,Bugesera Estate,Southern
2026-07-23,KL-SP-001,Motorcycle Engine Oil 1L,86,4500,Kigali Construction Ltd,Northern
2026-04-27,KL-RS-002,Roofing Sheet Step Tile 0.5mm,96,13500,Musanze Builders,Northern
2026-07-26,KL-SL-002,Solar Inverter 1kW Hybrid,12,280000,Kigali Construction Ltd,Western
2026-02-13,KL-CB-002,Cement Board 9mm 4x8ft,73,24000,Rubavu Hardware,Western
2026-08-01,KL-MC-200,Kinglion Motorcycle - Model 200,1,1500000,City Delivery Services,Southern
2025-08-11,KL-IS-001,Iron Sheet - Blue 0.5mm,33,12000,Musanze Builders,Eastern
2025-08-13,KL-MC-150,Kinglion Motorcycle - Model 150,2,1250000,Kigali Construction Ltd,Kigali
2025-08-30,KL-MC-250,Kinglion Motorcycle - Cargo Special,2,1850000,Rusizi Engineering,Western
2026-02-11,KL-SP-003,Motorcycle Tire 18-inch,84,25000,City Delivery Services,Eastern
2025-09-01,KL-SL-001,Solar Panel 100W Poly,76,45000,Lake Kivu Transport,Eastern
2026-02-12,KL-SP-002,Brake Pad Set - Model 150,40,8000,Rwanda Logistics,Western
2026-10-17,KL-SP-001,Motorcycle Engine Oil 1L,62,4500,Rwanda Logistics,Southern
2025-07-30,KL-SL-001,Solar Panel 100W Poly,92,45000,Nyagatare Contractors,Northern
2025-03-04,KL-CB-001,Cement Board 6mm 4x8ft,71,18000,Rusizi Engineering,Southern
2026-02-10,KL-IS-001,Iron Sheet - Blue 0.5mm,97,12000,City Delivery Services,Southern
2025-02-22,KL-MC-150,Kinglion Motorcycle - Model 150,1,1250000,Rubavu Hardware,Kigali
2026-02-09,KL-MC-250,Kinglion Motorcycle - Cargo Special,2,1850000,Gicumbi Wholesalers,Southern
2026-04-04,KL-CB-001,Cement Board 6mm 4x8ft,99,18000,Rubavu Hardware,Southern
2025-12-18,KL-IS-001,Iron Sheet - Blue 0.5mm,51,12000,Nyagatare Contractors,Western
2025-02-12,KL-SP-002,Brake Pad Set - Model 150,77,8000,Eastern Supplies,Western
2026-04-29,KL-CB-001,Cement Board 6mm 4x8ft,35,18000,Bugesera Estate,Northern
2025-06-29,KL-CB-002,Cement Board 9mm 4x8ft,58,24000,Rusizi Engineering,Southern
2025-06-13,KL-IS-001,Iron Sheet - Blue 0.5mm,36,12000,Kigali Construction Ltd,Northern
2025-01-09,KL-SL-001,Solar Panel 100W Poly,62,45000,Rubavu Hardware,Eastern
2025-02-16,KL-SP-001,Motorcycle Engine Oil 1L,103,4500,Nyagatare Contractors,Kigali
2026-08-10,KL-CB-001,Cement Board 6mm 4x8ft,25,18000,Eastern Supplies,Southern
2026-05-10,KL-CB-001,Cement Board 6mm 4x8ft,103,18000,City Delivery Services,Southern
2026-01-23,KL-MC-200,Kinglion Motorcycle - Model 200,4,1500000,Rubavu Hardware,Southern
2026-07-29,KL-IS-006,Iron Sheet - Matte Grey 0.5mm,50,13000,Nyagatare Contractors,Western
2026-01-02,KL-SL-002,Solar Inverter 1kW Hybrid,25,280000,Kigali Construction Ltd,Western
2025-01-14,KL-MC-150,Kinglion Motorcycle - Model 150,4,1250000,Lake Kivu Transport,Western
2025-02-12,KL-SP-003,Motorcycle Tire 18-inch,54,25000,Gicumbi Wholesalers,Southern
2026-05-09,KL-IS-006,Iron Sheet - Matte Grey 0.5mm,17,13000,Gicumbi Wholesalers,Southern
2026-03-22,KL-SP-002,Brake Pad Set - Model 150,11,8000,Bugesera Estate,Northern
2025-10-24,KL-MC-250,Kinglion Motorcycle - Cargo Special,5,1850000,Rusizi Engineering,Southern
2026-08-25,KL-SL-001,Solar Panel 100W Poly,43,45000,Huye Traders,Southern
2026-11-13,KL-CB-002,Cement Board 9mm 4x8ft,48,24000,Kigali Construction Ltd,Northern
2026-01-02,KL-IS-001,Iron Sheet - Blue 0.5mm,43,12000,Gicumbi Wholesalers,Southern
2025-10-26,KL-SP-001,Motorcycle Engine Oil 1L,83,4500,Kigali Construction Ltd,Kigali
2026-09-28,KL-SL-002,Solar Inverter 1kW Hybrid,31,280000,Nyagatare Contractors,Kigali
2026-10-23,KL-IS-002,Iron Sheet - Red 0.4mm,91,10500,Rwanda Logistics,Southern
2026-10-22,KL-SP-003,Motorcycle Tire 18-inch,71,25000,Huye Traders,Eastern
2025-03-01,KL-SP-003,Motorcycle Tire 18-inch,61,25000,Eastern Supplies,Northern
2025-01-04,KL-SP-003,Motorcycle Tire 18-inch,94,25000,Eastern Supplies,Eastern
2025-01-03,KL-MC-250,Kinglion Motorcycle - Cargo Special,5,1850000,Huye Traders,Eastern
2026-03-28,KL-MC-250,Kinglion Motorcycle - Cargo Special,1,1850000,Musanze Builders,Western
2025-06-15,KL-MC-200,Kinglion Motorcycle - Model 200,3,1500000,Nyagatare Contractors,Eastern
2026-04-09,KL-SP-002,Brake Pad Set - Model 150,57,8000,City Delivery Services,Western
2025-10-27,KL-RS-002,Roofing Sheet Step Tile 0.5mm,26,13500,Rusizi Engineering,Western
2026-09-20,KL-SP-002,Brake Pad Set - Model 150,34,8000,Rubavu Hardware,Eastern
2025-08-12,KL-IS-002,Iron Sheet - Red 0.4mm,45,10500,Lake Kivu Transport,Southern
2026-04-25,KL-CB-002,Cement Board 9mm 4x8ft,68,24000,Lake Kivu Transport,Northern
2025-01-16,KL-SL-001,Solar Panel 100W Poly,78,45000,Nyagatare Contractors,Western
2025-03-31,KL-SP-002,Brake Pad Set - Model 150,59,8000,Rusizi Engineering,Kigali
2025-05-27,KL-RS-001,Roofing Sheet Corrugated 0.5mm,45,11000,Rusizi Engineering,Kigali
2025-11-21,KL-SL-001,Solar Panel 100W Poly,98,45000,Gicumbi Wholesalers,Southern
2026-08-04,KL-SL-002,Solar Inverter 1kW Hybrid,15,280000,Nyagatare Contractors,Eastern
2026-09-14,KL-RS-002,Roofing Sheet Step Tile 0.5mm,49,13500,Lake Kivu Transport,Western
